Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,Dom_PoS_SUBTLEX,Freq_dom_PoS_SUBTLEX,Percentage_dom_PoS,All_PoS_SUBTLEX,All_freqs_SUBTLEX
tunelessly,4,4,2,2,0.08,0.6990,0.05,0.6990,Adverb,3,0.75,Adverb.Name,3.1
tuner,9,9,9,9,0.18,1.0000,0.11,1.0000,Noun,9,1.00,Noun,9
tuners,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tunes,195,148,170,132,3.82,2.2923,1.76,2.1732,Noun,156,0.80,Noun.Verb,156.39
tunesmith,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tung,86,17,8,3,1.69,1.9395,0.20,1.2553,Name,72,0.84,Name.Adjective.Verb,72.9.5
tungs,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tungsten,8,6,7,6,0.16,0.9542,0.07,0.8451,Noun,8,1.00,Noun,8
tunic,28,12,28,12,0.55,1.4624,0.14,1.1139,Noun,28,1.00,Noun,28
tunicates,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tunics,8,7,8,7,0.16,0.9542,0.08,0.9031,Noun,8,1.00,Noun,8
tuning,96,67,75,60,1.88,1.9868,0.80,1.8325,Verb,63,0.66,Verb.Noun,63.33
tunis,15,9,0,0,0.29,1.2041,0.11,1.0000,Name,15,1.00,Name,15
tunisia,15,12,0,0,0.29,1.2041,0.14,1.1139,Name,15,1.00,Name,15
tunisian,1,1,0,0,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
tunnel,912,445,843,410,17.88,2.9605,5.31,2.6493,Noun,879,0.96,Noun.Verb,879.32
tunneled,5,5,5,5,0.10,0.7782,0.06,0.7782,Verb,4,0.80,Verb.Adjective,4.1
tunneling,11,11,10,10,0.22,1.0792,0.13,1.0792,Verb,9,0.82,Verb.Noun.Name,9.1.1
tunnelled,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
tunnelling,8,6,8,6,0.16,0.9542,0.07,0.8451,Verb,4,0.50,Verb.Noun,4.4
tunnels,221,132,213,129,4.33,2.3464,1.57,2.1239,Noun,221,1.00,Noun,221
tunney,27,9,0,0,0.53,1.4472,0.11,1.0000,Name,26,0.96,Name.Noun,26.1
tunning,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
tunny,11,3,1,1,0.22,1.0792,0.04,0.6021,Noun,10,0.91,Noun.Name,10.1
tup,5,1,5,1,0.10,0.7782,0.01,0.3010,Verb,4,0.80,Verb.Noun,4.1
tupelo,12,9,0,0,0.24,1.1139,0.11,1.0000,Name,11,0.92,Name.Noun,11.1
tupped,3,1,1,1,0.06,0.6021,0.01,0.3010,Name,2,0.67,Name.Verb,2.1
tuppence,22,14,19,11,0.43,1.3617,0.17,1.1761,Noun,22,1.00,Noun,22
tuppenny,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
tupping,2,1,2,1,0.04,0.4771,0.01,0.3010,Verb,2,1.00,Verb,2
tups,4,1,4,1,0.08,0.6990,0.01,0.3010,Verb,4,1.00,Verb,4
tur,1,1,0,0,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
turb,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
turban,66,29,64,28,1.29,1.8261,0.35,1.4771,Noun,66,1.00,Noun,66
turbans,6,5,6,5,0.12,0.8451,0.06,0.7782,Noun,6,1.00,Noun,6
turbid,2,1,2,1,0.04,0.4771,0.01,0.3010,Adjective,2,1.00,Adjective,2
turbine,46,21,39,19,0.90,1.6721,0.25,1.3424,Noun,46,1.00,Noun,46
turbines,21,10,17,9,0.41,1.3424,0.12,1.0414,Noun,21,1.00,Noun,21
turbo,148,59,59,42,2.90,2.1732,0.70,1.7782,Noun,148,0.99,Noun.Verb,148.1
turbocharged,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,3,0.50,Verb.Adjective,3.3
turbocharger,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
turbojet,3,3,2,2,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
turboprop,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
turbos,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
turboshaft,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
turbot,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
turbulence,99,71,88,65,1.94,2.0000,0.85,1.8573,Noun,99,1.00,Noun,99
turbulent,33,31,30,28,0.65,1.5315,0.37,1.5051,Adjective,33,1.00,Adjective,33
turco,14,1,0,0,0.27,1.1761,0.01,0.3010,Name,10,0.71,Name.Noun,10.4
turd,141,99,131,96,2.76,2.1523,1.18,2.0000,Noun,141,1.00,Noun,141
turds,38,33,35,32,0.75,1.5911,0.39,1.5315,Noun,38,1.00,Noun,38
tureen,6,6,6,6,0.12,0.8451,0.07,0.8451,Noun,6,1.00,Noun,6
tureens,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
turf,218,176,205,164,4.27,2.3404,2.10,2.2480,Noun,212,0.97,Noun.Verb.Name,212.5.1
turfdom,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,1,0.50,Noun.Name,1.1
turfed,4,4,4,4,0.08,0.6990,0.05,0.6990,Verb,4,1.00,Verb,4
turfs,4,2,4,2,0.08,0.6990,0.02,0.4771,Noun,4,1.00,Noun,4
turgid,8,8,6,6,0.16,0.9542,0.10,0.9542,Adjective,8,1.00,Adjective,8
turk,154,45,1,1,3.02,2.1903,0.54,1.6628,Noun,150,0.97,Noun.Name,150.4
turkey,1153,572,915,471,22.61,3.0622,6.82,2.7582,Noun,935,0.81,Noun.Name,935.215
turkeys,66,59,62,55,1.29,1.8261,0.70,1.7782,Noun,64,0.97,Noun.Name,64.2
turkic,1,1,0,0,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
turkish,199,103,2,1,3.90,2.3010,1.23,2.0170,Adjective,197,0.99,Adjective.Verb.Noun,197.1.1
turkle,11,1,0,0,0.22,1.0792,0.01,0.3010,Name,9,0.82,Name.Verb,9.2
turks,79,47,4,4,1.55,1.9031,0.56,1.6812,Noun,79,1.00,Noun,79
turm,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
turmeric,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
turmoil,63,56,62,56,1.24,1.8062,0.67,1.7559,Noun,63,1.00,Noun,63
turmoils,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
turn,15630,5931,12394,5519,306.47,4.1940,70.71,3.7732,Verb,12694,0.81,Verb.Noun,12694.2928
turnabout,10,9,7,6,0.20,1.0414,0.11,1.0000,Noun,8,0.80,Noun.Name,8.2
turnaround,25,25,23,23,0.49,1.4150,0.30,1.4150,Noun,25,1.00,Noun,25
turnarounds,3,3,2,2,0.06,0.6021,0.04,0.6021,Noun,2,0.67,Noun.Name,2.1
turnbuckle,3,2,1,1,0.06,0.6021,0.02,0.4771,Name,2,0.67,Name.Noun,2.1
turnbuckles,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
turncoat,13,13,11,11,0.25,1.1461,0.15,1.1461,Noun,13,1.00,Noun,13
turncoats,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,1,1.00,Noun,1
turndown,9,9,8,8,0.18,1.0000,0.11,1.0000,Noun,9,1.00,Noun,9
turndowns,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
turned,5388,3459,5230,3390,105.65,3.7315,41.24,3.5391,Verb,5375,1.00,Verb.Adjective,5375.13
turner,574,172,3,3,11.25,2.7597,2.05,2.2380,Name,565,0.99,Name.Noun,565.4
turners,8,6,2,2,0.16,0.9542,0.07,0.8451,Name,4,0.67,Name.Noun,4.2
turning,2061,1630,1910,1545,40.41,3.3143,19.43,3.2125,Verb,1816,0.88,Verb.Noun.Adjective,1816.210.35
turnip,88,45,78,42,1.73,1.9494,0.54,1.6628,Noun,77,0.88,Noun.Verb.Name,77.9.2
turnips,40,25,38,25,0.78,1.6128,0.30,1.4150,Noun,38,0.95,Noun.Verb,38.2
turnkey,5,4,5,4,0.10,0.7782,0.05,0.6990,Noun,5,1.00,Noun,5
turnoff,36,31,36,31,0.71,1.5682,0.37,1.5051,Noun,36,1.00,Noun,36
turnoffs,4,2,2,2,0.08,0.6990,0.02,0.4771,Noun,4,1.00,Noun,4
turnout,84,77,83,76,1.65,1.9294,0.92,1.8921,Noun,82,1.00,Noun,82
turnouts,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,2,1.00,Noun,2
turnover,30,25,25,20,0.59,1.4914,0.30,1.4150,Noun,30,1.00,Noun,30
turnovers,8,8,7,7,0.16,0.9542,0.10,0.9542,Noun,8,1.00,Noun,8
turnpike,47,40,28,23,0.92,1.6812,0.48,1.6128,Noun,27,0.59,Noun.Name.Verb,27.17.2
turns,2552,1898,2161,1653,50.04,3.4071,22.63,3.2785,Verb,2342,0.92,Verb.Noun.Name,2342.208.1
turnstile,19,11,18,10,0.37,1.3010,0.13,1.0792,Noun,19,1.00,Noun,19
turnstiles,59,6,7,4,1.16,1.7782,0.07,0.8451,Name,52,0.88,Name.Noun,52.7
turntable,18,16,16,15,0.35,1.2788,0.19,1.2304,Noun,18,1.00,Noun,18
turntables,7,6,7,6,0.14,0.9031,0.07,0.8451,Noun,7,1.00,Noun,7
turpentine,47,32,43,29,0.92,1.6812,0.38,1.5185,Noun,47,1.00,Noun,47
turpitude,13,10,12,9,0.25,1.1461,0.12,1.0414,Noun,13,1.00,Noun,13
turquoise,45,34,35,30,0.88,1.6628,0.41,1.5441,Noun,31,0.69,Noun.Adjective,31.14
turret,45,19,42,16,0.88,1.6628,0.23,1.3010,Noun,45,1.00,Noun,45
turreted,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
turrets,22,13,22,13,0.43,1.3617,0.15,1.1461,Noun,22,1.00,Noun,22
turtle,869,259,276,165,17.04,2.9395,3.09,2.4150,Noun,862,0.99,Noun.Name,862.7
turtleback,5,1,0,0,0.10,0.7782,0.01,0.3010,Noun,3,0.60,Noun.Name,3.2
turtled,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
turtledove,17,6,17,6,0.33,1.2553,0.07,0.8451,Noun,17,1.00,Noun,17
turtledoves,13,8,12,8,0.25,1.1461,0.10,0.9542,Noun,11,0.85,Noun.Verb,11.2
turtlehead,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
turtleneck,42,33,41,33,0.82,1.6335,0.39,1.5315,Noun,38,0.90,Noun.Verb,38.4
turtlenecks,8,6,8,6,0.16,0.9542,0.07,0.8451,Noun,8,1.00,Noun,8
turtles,153,65,121,53,3.00,2.1875,0.77,1.8195,Noun,153,1.00,Noun,153
turvy,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
tuscan,13,10,0,0,0.25,1.1461,0.12,1.0414,Adjective,11,0.85,Adjective.Noun,11.2
tuscarora,21,2,0,0,0.41,1.3424,0.02,0.4771,Name,16,0.76,Name.Noun,16.5
tush,66,58,58,54,1.29,1.8261,0.69,1.7709,Noun,51,0.80,Noun.Verb.Name,51.12.1
tushes,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tushie,8,6,8,6,0.16,0.9542,0.07,0.8451,Noun,8,1.00,Noun,8
tushies,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
tushy,44,30,42,29,0.86,1.6532,0.36,1.4914,Adjective,44,1.00,Adjective,44
tusk,13,11,10,9,0.25,1.1461,0.13,1.0792,Noun,9,0.69,Noun.Verb.Name,9.3.1
tusked,2,1,2,1,0.04,0.4771,0.01,0.3010,Adjective,2,1.00,Adjective,2
tusker,1,1,0,0,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tusks,16,11,16,11,0.31,1.2304,0.13,1.0792,Noun,15,0.94,Noun.Verb,15.1
tusky,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
tussle,24,20,21,19,0.47,1.3979,0.24,1.3222,Noun,17,0.71,Noun.Verb.Name,17.4.3
tussled,6,4,6,4,0.12,0.8451,0.05,0.6990,Verb,6,1.00,Verb,6
tussles,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tut,49,28,20,9,0.96,1.6990,0.33,1.4624,Interjection,49,1.00,Interjection,49
tutankhamen,12,5,0,0,0.24,1.1139,0.06,0.7782,Name,12,1.00,Name,12
tutee,2,1,2,1,0.04,0.4771,0.01,0.3010,Noun,1,1.00,Noun,1
tutelage,10,9,10,9,0.20,1.0414,0.11,1.0000,Noun,10,1.00,Noun,10
tutelary,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tutor,235,145,221,144,4.61,2.3729,1.73,2.1644,Noun,180,0.77,Noun.Verb,180.54
tutored,17,13,17,13,0.33,1.2553,0.15,1.1461,Verb,15,0.88,Verb.Adjective,15.2
tutorial,20,20,20,20,0.39,1.3222,0.24,1.3222,Noun,20,1.00,Noun,20
tutorials,5,5,5,5,0.10,0.7782,0.06,0.7782,Noun,5,1.00,Noun,5
tutoring,102,66,95,62,2.00,2.0128,0.79,1.8261,Adjective,82,0.80,Adjective.Verb,82.20
tutors,19,17,18,16,0.37,1.3010,0.20,1.2553,Noun,19,1.00,Noun,19
tuts,15,10,9,5,0.29,1.2041,0.12,1.0414,Verb,14,0.93,Verb.Name,14.1
tutti,47,10,7,5,0.92,1.6812,0.12,1.0414,Name,20,0.43,Name.Adjective.Noun,20.19.8
tutting,2,2,1,1,0.04,0.4771,0.02,0.4771,Verb,1,0.50,Verb.Name,1.1
tutto,6,3,3,1,0.12,0.8451,0.04,0.6021,Noun,3,0.75,Noun.Name,3.1
tutu,35,34,29,28,0.69,1.5563,0.41,1.5441,Noun,29,0.83,Noun.Name,29.6
tutus,12,9,12,9,0.24,1.1139,0.11,1.0000,Noun,12,1.00,Noun,12
tuum,1,1,1,1,0.02,0.3010,0.01,0.3010,Unclassified,1,1.00,Unclassified,1
tux,176,124,175,123,3.45,2.2480,1.48,2.0969,Noun,170,0.97,Noun.Verb.Name,170.5.1
tuxedo,158,105,150,101,3.10,2.2014,1.25,2.0253,Noun,154,0.98,Noun.Name,154.3
tuxedoes,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
tuxedos,33,27,27,22,0.65,1.5315,0.32,1.4472,Noun,33,1.00,Noun,33
tuxes,7,7,6,6,0.14,0.9031,0.08,0.9031,Noun,6,0.86,Noun.Verb,6.1
tv,5199,2263,76,50,101.94,3.7160,26.98,3.3549,Noun,5155,1.00,Noun,5155
twa,48,19,2,2,0.94,1.6902,0.23,1.3010,Name,28,0.60,Name.Noun,28.19
twaddle,7,6,5,4,0.14,0.9031,0.07,0.8451,Noun,5,0.71,Noun.Verb,5.2
twaddles,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
twain,145,63,14,11,2.84,2.1644,0.75,1.8062,Noun,87,0.62,Noun.Name.Adjective.Verb,87.33.14.7
twait,1,1,1,1,0.02,0.3010,0.01,0.3010,#N/A,#N/A,#N/A,#N/A,#N/A
twang,8,7,6,5,0.16,0.9542,0.08,0.9031,Noun,4,0.50,Noun.Verb.Name,4.3.1
twanging,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,1,0.50,Verb.Adjective,1.1
twangling,2,2,1,1,0.04,0.4771,0.02,0.4771,Name,1,0.50,Name.Adjective,1.1
twangy,1,1,0,0,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
twank,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
twanky,11,2,0,0,0.22,1.0792,0.02,0.4771,Name,7,0.64,Name.Adjective,7.4
twant,5,5,5,5,0.10,0.7782,0.06,0.7782,Adjective,1,1.00,Adjective,1
twas,72,55,13,11,1.41,1.8633,0.66,1.7482,Noun,1,1.00,Noun,1
twat,67,45,63,44,1.31,1.8325,0.54,1.6628,Noun,64,0.96,Noun.Verb,64.3
twats,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
tway,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
tweak,34,30,28,26,0.67,1.5441,0.36,1.4914,Verb,24,0.71,Verb.Noun.Name,24.9.1
tweaked,37,36,37,36,0.73,1.5798,0.43,1.5682,Verb,37,1.00,Verb,37
tweaker,15,8,14,8,0.29,1.2041,0.10,0.9542,Noun,15,1.00,Noun,15
tweaking,27,21,26,21,0.53,1.4472,0.25,1.3424,Verb,22,0.88,Verb.Noun.Adjective,22.2.1
tweaks,8,7,8,7,0.16,0.9542,0.08,0.9031,Noun,5,0.63,Noun.Verb,5.3
tweaky,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
twee,5,3,2,2,0.10,0.7782,0.04,0.6021,Adjective,5,1.00,Adjective,5
tweed,61,31,30,26,1.20,1.7924,0.37,1.5051,Noun,33,0.54,Noun.Name,33.28
tweedle,8,4,0,0,0.16,0.9542,0.05,0.6990,Verb,6,0.75,Verb.Name,6.2
tweedledee,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
tweedledum,4,3,0,0,0.08,0.6990,0.04,0.6021,Noun,3,0.75,Noun.Name,3.1
tweeds,6,6,5,5,0.12,0.8451,0.07,0.8451,Noun,6,1.00,Noun,6
tweedy,26,6,2,2,0.51,1.4314,0.07,0.8451,Name,20,0.77,Name.Adjective,20.6
tween,11,6,9,6,0.22,1.0792,0.07,0.8451,Adjective,7,0.64,Adjective.Noun,7.4
tweeny,2,1,0,0,0.04,0.4771,0.01,0.3010,Adjective,2,1.00,Adjective,2
tweet,43,15,25,13,0.84,1.6435,0.18,1.2041,Verb,29,0.67,Verb.Noun.Name,29.11.3
tweeter,22,3,2,2,0.43,1.3617,0.04,0.6021,Name,19,0.86,Name.Noun,19.3
tweeters,3,3,3,3,0.06,0.6021,0.04,0.6021,Noun,3,1.00,Noun,3
tweeting,3,2,3,2,0.06,0.6021,0.02,0.4771,Adjective,2,0.67,Adjective.Verb,2.1
tweets,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tweeze,7,6,6,5,0.14,0.9031,0.07,0.8451,Verb,7,1.00,Verb,7
tweezed,5,4,5,4,0.10,0.7782,0.05,0.6990,Verb,4,0.80,Verb.Adjective,4.1
tweezer,2,2,2,2,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
tweezers,52,44,45,40,1.02,1.7243,0.52,1.6532,Noun,52,1.00,Noun,52
tweezes,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
tweezing,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
twelfth,46,39,20,20,0.90,1.6721,0.46,1.6021,Number,46,1.00,Number,46
twelfths,1,1,1,1,0.02,0.3010,0.01,0.3010,Number,1,1.00,Number,1
twelve,960,649,455,328,18.82,2.9827,7.74,2.8129,Number,959,1.00,Number.Noun,959.1
twelvemonth,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
twelves,12,4,3,3,0.24,1.1139,0.05,0.6990,Number,11,1.00,Number,11
twenties,67,52,60,46,1.31,1.8325,0.62,1.7243,Number,67,1.00,Number,67
twentieth,30,25,24,22,0.59,1.4914,0.30,1.4150,Number,30,1.00,Number,30
twenty,1378,892,660,421,27.02,3.1396,10.63,2.9509,Number,1374,1.00,Number.Noun,1374.2
twentyfold,2,2,2,2,0.04,0.4771,0.02,0.4771,Adverb,2,1.00,Adverb,2
twere,8,5,7,4,0.16,0.9542,0.06,0.7782,#N/A,#N/A,#N/A,#N/A,#N/A
twerp,77,72,72,67,1.51,1.8921,0.86,1.8633,Noun,77,1.00,Noun,77
twerps,14,12,13,11,0.27,1.1761,0.14,1.1139,Noun,14,1.00,Noun,14
twi,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
twice,3191,2287,2800,2100,62.57,3.5041,27.27,3.3595,Adverb,3188,1.00,Adverb.Noun,3188.2
twick,1,1,0,0,0.02,0.3010,0.01,0.3010,Name,1,1.00,Name,1
twiddle,15,9,6,6,0.29,1.2041,0.11,1.0000,Verb,6,0.40,Verb.Name.Noun,6.5.4
twiddled,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
twiddling,13,13,13,13,0.25,1.1461,0.15,1.1461,Verb,13,1.00,Verb,13
twig,69,62,65,60,1.35,1.8451,0.74,1.7993,Noun,68,0.99,Noun.Verb,68.1
twigged,2,2,2,2,0.04,0.4771,0.02,0.4771,Verb,2,1.00,Verb,2
twiggy,9,9,1,1,0.18,1.0000,0.11,1.0000,Name,8,0.89,Name.Adjective,8.1
twiglet,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
twigs,40,32,37,31,0.78,1.6128,0.38,1.5185,Noun,39,1.00,Noun,39
twilight,156,114,80,67,3.06,2.1959,1.36,2.0607,Noun,141,0.90,Noun.Name,141.15
twilights,2,2,1,1,0.04,0.4771,0.02,0.4771,Noun,2,1.00,Noun,2
twilit,2,2,2,2,0.04,0.4771,0.02,0.4771,Adjective,2,1.00,Adjective,2
twill,13,10,4,3,0.25,1.1461,0.12,1.0414,Noun,13,1.00,Noun,13
twin,532,339,395,286,10.43,2.7267,4.04,2.5315,Noun,461,0.87,Noun.Adjective.Name.Verb,461.68.2.1
twine,29,21,27,21,0.57,1.4771,0.25,1.3424,Noun,29,1.00,Noun,29
twined,1,1,0,0,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
twinge,26,23,26,23,0.51,1.4314,0.27,1.3802,Noun,26,1.00,Noun,26
twinged,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
twinighter,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
twink,12,6,3,3,0.24,1.1139,0.07,0.8451,Name,6,0.50,Name.Noun.Verb,6.5.1
twinkle,157,76,97,66,3.08,2.1987,0.91,1.8865,Verb,103,0.66,Verb.Noun.Name,103.49.3
twinkled,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
twinklers,3,1,3,1,0.06,0.6021,0.01,0.3010,Noun,3,1.00,Noun,3
twinkles,5,5,2,2,0.10,0.7782,0.06,0.7782,Noun,4,0.80,Noun.Verb,4.1
twinkling,28,27,28,27,0.55,1.4624,0.32,1.4472,Verb,16,0.57,Verb.Noun.Adjective,16.7.5
twinkly,7,7,6,6,0.14,0.9031,0.08,0.9031,Adjective,7,1.00,Adjective,7
twinning,3,3,3,3,0.06,0.6021,0.04,0.6021,Verb,3,1.00,Verb,3
twins,770,474,654,423,15.10,2.8871,5.65,2.6767,Noun,755,0.98,Noun.Verb,755.14
twirl,67,53,62,50,1.31,1.8325,0.63,1.7324,Verb,56,0.84,Verb.Noun,56.11
twirled,9,8,9,8,0.18,1.0000,0.10,0.9542,Verb,9,1.00,Verb,9
twirler,7,6,7,6,0.14,0.9031,0.07,0.8451,Noun,7,1.00,Noun,7
twirlers,4,3,1,1,0.08,0.6990,0.04,0.6021,Name,3,0.75,Name.Noun,3.1
twirlier,1,1,1,1,0.02,0.3010,0.01,0.3010,Adjective,1,1.00,Adjective,1
twirling,46,38,43,36,0.90,1.6721,0.45,1.5911,Verb,39,0.85,Verb.Adjective,39.7
twirls,5,5,5,5,0.10,0.7782,0.06,0.7782,Verb,5,1.00,Verb,5
twirly,8,4,8,4,0.16,0.9542,0.05,0.6990,Adverb,6,0.75,Adverb.Adjective,6.2
twirp,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
twist,643,464,553,418,12.61,2.8089,5.53,2.6675,Noun,328,0.51,Noun.Verb.Name,328.259.55
twisted,540,452,504,430,10.59,2.7332,5.39,2.6561,Verb,306,0.57,Verb.Adjective,306.234
twister,79,58,38,28,1.55,1.9031,0.69,1.7709,Noun,79,1.00,Noun,79
twisters,13,7,11,6,0.25,1.1461,0.08,0.9031,Noun,13,1.00,Noun,13
twistification,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
twisting,111,98,93,86,2.18,2.0492,1.17,1.9956,Verb,77,0.69,Verb.Adjective,77.34
twistle,10,1,0,0,0.20,1.0414,0.01,0.3010,Name,10,1.00,Name,10
twists,59,51,58,51,1.16,1.7782,0.61,1.7160,Noun,36,0.61,Noun.Verb,36.23
twisty,12,12,11,11,0.24,1.1139,0.14,1.1139,Adjective,10,0.91,Adjective.Noun,10.1
twit,71,65,68,62,1.39,1.8573,0.77,1.8195,Noun,71,1.00,Noun,71
twitch,109,64,70,59,2.14,2.0414,0.76,1.8129,Verb,50,0.46,Verb.Noun.Name,50.41.17
twitched,6,6,6,6,0.12,0.8451,0.07,0.8451,Verb,6,1.00,Verb,6
twitcher,5,2,4,2,0.10,0.7782,0.02,0.4771,Noun,5,1.00,Noun,5
twitches,17,7,16,7,0.33,1.2553,0.08,0.9031,Noun,11,0.65,Noun.Verb,11.6
twitching,55,49,54,48,1.08,1.7482,0.58,1.6990,Verb,47,0.89,Verb.Noun.Adjective,47.3.3
twitchy,30,24,23,23,0.59,1.4914,0.29,1.3979,Adjective,17,0.57,Adjective.Noun.Name,17.8.5
twits,19,15,18,14,0.37,1.3010,0.18,1.2041,Noun,19,1.00,Noun,19
twitted,1,1,1,1,0.02,0.3010,0.01,0.3010,Verb,1,1.00,Verb,1
twitter,8,7,8,7,0.16,0.9542,0.08,0.9031,Verb,6,0.75,Verb.Noun,6.2
twittering,6,5,5,4,0.12,0.8451,0.06,0.7782,Verb,5,0.83,Verb.Adjective,5.1
twitty,20,6,1,1,0.39,1.3222,0.07,0.8451,Name,12,0.60,Name.Noun.Adjective,12.5.3
twixt,19,13,19,13,0.37,1.3010,0.15,1.1461,Noun,13,0.68,Noun.Verb,13.6
two,54384,7966,45366,7839,1066.35,4.7355,94.97,3.9013,Number,54259,1.00,Number.Noun,54259.84
twofer,7,6,7,6,0.14,0.9031,0.07,0.8451,Noun,7,1.00,Noun,7
twofold,8,8,8,8,0.16,0.9542,0.10,0.9542,Adverb,5,0.63,Adverb.Adjective,5.3
twos,77,68,76,68,1.51,1.8921,0.81,1.8388,Number,77,1.00,Number,77
twosome,23,15,22,15,0.45,1.3802,0.18,1.2041,Noun,23,1.00,Noun,23
twosomes,1,1,1,1,0.02,0.3010,0.01,0.3010,Noun,1,1.00,Noun,1
tycoon,52,45,48,41,1.02,1.7243,0.54,1.6628,Noun,52,1.00,Noun,52
tycoons,10,9,10,9,0.20,1.0414,0.11,1.0000,Noun,10,1.00,Noun,10
tye,11,4,2,2,0.22,1.0792,0.05,0.6990,Name,9,0.82,Name.Noun,9.2
tying,158,147,142,133,3.10,2.2014,1.75,2.1703,Verb,147,0.93,Verb.Noun,147.11
tyke,27,19,20,17,0.53,1.4472,0.23,1.3010,Noun,19,0.70,Noun.Name.Verb,19.5.3
